,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
565,ALADDIN,"    (Putting on his turban) Well, here goes.  (He walks
        into the garden.)  Jasmine?  Where are you?

(We see IAGO wearing a beak and standing on stilts next to a FLAMINGO
    in the pond.  He is imitating JASMINE's voice.)

",2147,(Putting on his turban),"      Well, here goes.  (He walks
        into the garden.)  Jasmine?  Where are you?

(We see IAGO wearing a beak and standing on stilts next to a FLAMINGO
    in the pond.  He is imitating JASMINE's voice.)

",put turban well goe walk garden jasmin see iago wear beak stand stilt next flamingo pond imit jasmin voic,put turban
566,IAGO,"       Ahem--In the menagerie, hurry.
",2153,,"       Ahem--In the menagerie, hurry. ",ahem menageri hurri,
567,ALADDIN,"    I'm coming.

(We see ALADDIN hurry past, not noticing the birds.  IAGO laughs,
    then turns back and looks into the face of a FLAMINGO, who is
    panting.)

",2154,"(We see ALADDIN hurry past, not noticing the birds.  IAGO laughs,
    then turns back and looks into the face of a FLAMINGO, who is
    panting.)","    I'm coming.

(We see ALADDIN hurry past, not noticing the birds.  IAGO laughs,
    then turns back and looks into the face of a FLAMINGO, who is
    panting.)

",come see aladdin hurri past not notic bird iago laugh turn back look face flamingo pant,see aladdin hurri past not notic bird iago laugh turn back look face flamingo pant
568,FLAMINGO,"   D'uh!
",2160,,   D'uh! ,uh,
569,IAGO,"       Ya got a problem, pinky?  (He sweeps the bird's
        feet out from under it. IAGO runs into the palace
        and finds the lamp under the pillow.)  Boy, Jafar's
        gonna be happy to see you!  (Stretches his face
        like JAFAR's and imitates it.)  Good work, Iago!
        (Normal) Ah, go on.  (JAFAR) No, really--on a scale
        of one to ten, you are an eleven! (Normal) Ah,
        Jafar--you're too kind.  I'm embarrassed, I'm
        blushing.  (He flies away with the lamp.)

(Cut to the palace entrance.  The SULTAN is standing on top, making
    an announcement to the people.)

",2161,"(He sweeps the bird's
        feet out from under it. IAGO runs into the palace
        and finds the lamp under the pillow.)","       Ya got a problem, pinky?  (He sweeps the bird's
        feet out from under it. IAGO runs into the palace
        and finds the lamp under the pillow.)  Boy, Jafar's
        gonna be happy to see you!  (Stretches his face
        like JAFAR's and imitates it.)  Good work, Iago!
        (Normal) Ah, go on.  (JAFAR) No, really--on a scale
        of one to ten, you are an eleven! (Normal) Ah,
        Jafar--you're too kind.  I'm embarrassed, I'm
        blushing.  (He flies away with the lamp.)

(Cut to the palace entrance.  The SULTAN is standing on top, making
    an announcement to the people.)

",ya got problem pinki sweep bird feet iago run palac find lamp pillow boy jafar gonna happi see stretch face like jafar imit good work iago normal ah go jafar realli scale one ten eleven normal ah jafar kind embarrass blush fli away lamp cut palac entranc sultan stand top make announc peopl,sweep bird feet iago run palac find lamp pillow
570,SULTAN," People of Agrabah, My daughter has finally chosen a
        suitor!

(Cut to behind the curtain, where JASMINE is peeking.  ALADDIN
    appears at the bottom of the stairs.)

",2174,"(Cut to behind the curtain, where JASMINE is peeking.  ALADDIN
    appears at the bottom of the stairs.)"," People of Agrabah, My daughter has finally chosen a
        suitor!

(Cut to behind the curtain, where JASMINE is peeking.  ALADDIN
    appears at the bottom of the stairs.)

",peopl agrabah daughter final chosen suitor cut behind curtain jasmin peek aladdin appear bottom stair,cut behind curtain jasmin peek aladdin appear bottom stair
571,ALADDIN,"    Jasmine?
",2180,,    Jasmine? ,jasmin,
572,JASMINE,"    Ali, where have you been?
",2181,,"    Ali, where have you been? ",ali,
573,ALADDIN,"    There's something I've got to tell you.
",2182,,    There's something I've got to tell you. ,someth got tell,
574,JASMINE,"    The whole kingdom has turned out for father's
        announcement!
",2183,,    The whole kingdom has turned out for father's         announcement! ,whole kingdom turn father announc,
575,ALADDIN,"    No! But Jasmine, listen to me, please!
",2185,,"    No! But Jasmine, listen to me, please! ",jasmin listen pleas,
576,JASMINE,"    Good luck!  (She pushes him out onto the platform
        with the SULTAN, where he overlooks the entire
        crowd.)
",2186,"(She pushes him out onto the platform
        with the SULTAN, where he overlooks the entire
        crowd.)","    Good luck!  (She pushes him out onto the platform
        with the SULTAN, where he overlooks the entire
        crowd.)
",good luck push onto platform sultan overlook entir crowd,push onto platform sultan overlook entir crowd
577,SULTAN," ...Ali Ababwa!
",2189,, ...Ali Ababwa! ,ali ababwa,
578,ALADDIN,"    Oh, boy!

(Far above, IAGO and JAFAR watch through a window.)

",2190,"(Far above, IAGO and JAFAR watch through a window.)","    Oh, boy!

 

",oh boy far iago jafar watch window,far iago jafar watch window
579,IAGO,"   Look at them, cheering that little pipsqueak.
",2194,,"   Look at them, cheering that little pipsqueak. ",look cheer littl pipsqueak,
580,JAFAR,"  Let them cheer.

 (He lifts the lamp and rubs it.  GENIE comes out.)

",2195,(He lifts the lamp and rubs it.  GENIE comes out.),"  Let them cheer.

  

",let cheer lift lamp rub geni come,lift lamp rub geni come
581,GENIE,"  You know Al, I'm getting (turns and sees JAFAR)
        reallyyyyyy--I don't think you're him.  (He
        descends and consults a playbill.)  Tonight, the
        role of Al will be played by a tall, dark and
        sinister ugly man.
",2199,(turns and sees JAFAR),"  You know Al, I'm getting  
        reallyyyyyy--I don't think you're him.  (He
        descends and consults a playbill.)  Tonight, the
        role of Al will be played by a tall, dark and
        sinister ugly man.
",know al get turn see jafar reallyyyyyy think descend consult playbil tonight role al play tall dark sinist ugli man,turn see jafar
582,JAFAR,"  I am your master now.  (He throws GENIE to the
        ground and puts his foot on GENIE's face.)
",2204,"(He throws GENIE to the
        ground and puts his foot on GENIE's face.)","  I am your master now.  (He throws GENIE to the
        ground and puts his foot on GENIE's face.)
",master throw geni ground put foot geni face,throw geni ground put foot geni face
583,GENIE,"  I was afraid of that.
",2206,,  I was afraid of that. ,afraid,
584,JAFAR,"  Genie, grant me my first wish.  I wish to rule on
        high, as sultan!!!

(Cut to ext where dark clouds circle the castle.  The castle shakes.
    The roof rips off and the SULTAN and ALADDIN duck.)

",2207,"(Cut to ext where dark clouds circle the castle.  The castle shakes.
    The roof rips off and the SULTAN and ALADDIN duck.)","  Genie, grant me my first wish.  I wish to rule on
        high, as sultan!!!

(Cut to ext where dark clouds circle the castle.  The castle shakes.
    The roof rips off and the SULTAN and ALADDIN duck.)

",geni grant first wish wish rule high sultan cut ext dark cloud circl castl castl shake roof rip sultan aladdin duck,cut ext dark cloud circl castl castl shake roof rip sultan aladdin duck
585,ALADDIN,"    Whoa!
",2213,,    Whoa! ,whoa,
586,SULTAN," Bless my soul.  What is this?  What is going on?

(His turban lifts off his head.  When he grabs it, his whole body
    flies up, then is stripped of all his clothing except his boxer
     shorts.  The clothing reappears on JAFAR.)

",2214,"(His turban lifts off his head.  When he grabs it, his whole body
    flies up, then is stripped of all his clothing except his boxer
     shorts.  The clothing reappears on JAFAR.)"," Bless my soul.  What is this?  What is going on?

(His turban lifts off his head.  When he grabs it, his whole body
    flies up, then is stripped of all his clothing except his boxer
     shorts.  The clothing reappears on JAFAR.)

",bless soul go turban lift head grab whole bodi fli strip cloth except boxer short cloth reappear jafar,turban lift head grab whole bodi fli strip cloth except boxer short cloth reappear jafar
587,JAFAR,"  Heh heh heh!
",2220,,  Heh heh heh! ,heh heh heh,
588,SULTAN," Jafar, you vile betrayer.
",2221,," Jafar, you vile betrayer. ",jafar vile betray,
589,IAGO,"       That's Sultan Vile Betrayer to you.
",2222,,       That's Sultan Vile Betrayer to you. ,sultan vile betray,
590,ALADDIN,"    Oh, yeah?  Well, we'll just see about that!  (Pulls
        off his own turban, but finds it empty)  The lamp!
",2223,"(Pulls
        off his own turban, but finds it empty)","    Oh, yeah?  Well, we'll just see about that!  (Pulls
        off his own turban, but finds it empty)  The lamp!
",oh yeah well see pull turban find empti lamp,pull turban find empti
591,JAFAR,"  Finders-keepers, Abooboo.

(They both look up and see a gigantic GENIE lift the palace into
    the clouds..  ALADDIN whistles and CARPET flies up to greet him.
      They fly up near the GENIE's head.)

",2225,"(They both look up and see a gigantic GENIE lift the palace into
    the clouds..  ALADDIN whistles and CARPET flies up to greet him.
      They fly up near the GENIE's head.)","  Finders-keepers, Abooboo.

(They both look up and see a gigantic GENIE lift the palace into
    the clouds..  ALADDIN whistles and CARPET flies up to greet him.
      They fly up near the GENIE's head.)

",finder keeper abooboo look see gigant geni lift palac cloud aladdin whistl carpet fli greet fli near geni head,look see gigant geni lift palac cloud aladdin whistl carpet fli greet fli near geni head
592,ALADDIN,"    Genie!  No!
",2231,,    Genie!  No! ,geni,
593,GENIE,"  Sorry, kid--I got a new master now.  (He places the
        palace on top of a mountain.)
",2232,"(He places the
        palace on top of a mountain.)","  Sorry, kid--I got a new master now.  (He places the
        palace on top of a mountain.)
",sorri kid got new master place palac top mountain,place palac top mountain
594,SULTAN," Jafar, I order you to stop!
",2234,," Jafar, I order you to stop! ",jafar order stop,
595,JAFAR,"  There's a new order now--my order!  Finally, you
        will bow to me!

(The SULTAN bows, but JASMINE does not.)

",2235,"(The SULTAN bows, but JASMINE does not.)","  There's a new order now--my order!  Finally, you
        will bow to me!

 

",new order order final bow sultan bow jasmin not,sultan bow jasmin not
596,JAFAR,"  We'll never bow to you!
",2240,,  We'll never bow to you! ,never bow,
597,IAGO,"       Why am I not surprised?
",2241,,       Why am I not surprised? ,not surpris,
598,JAFAR,"  If you will not bow before a sultan, then you will
        cower before a sorcerer!  (To GENIE)  Genie, my
        second wish--I wish to be the most powerful
        sorcerer in the world!

(GENIE extends his finger.  ALADDIN tries to stop him, but he cannot,
    and another GENIE (tm) brand lightning bolt  strikes JAFAR,
     returning him to his normal look.)

",2242,(To GENIE),"  If you will not bow before a sultan, then you will
        cower before a sorcerer!     Genie, my
        second wish--I wish to be the most powerful
        sorcerer in the world!

(GENIE extends his finger.  ALADDIN tries to stop him, but he cannot,
    and another GENIE (tm) brand lightning bolt  strikes JAFAR,
     returning him to his normal look.)

",not bow sultan cower sorcer geni geni second wish wish power sorcer world geni extend finger aladdin tri stop cannot anoth geni tm brand lightn bolt strike jafar return normal look,geni
599,IAGO,"       Ladies and gentlemen, a warm Agrabah welcome for
        Sorcerer Jafar!
",2251,,"       Ladies and gentlemen, a warm Agrabah welcome for         Sorcerer Jafar! ",ladi gentlemen warm agrabah welcom sorcer jafar,
600,JAFAR,"  Now where were we?  Ah, yes--abject humiliation!
        (He zaps JASMINE and the SULTAN with his staff, and
        they both bow to him. RAJAH comes running at him.
        He zaps RAJAH, and the tiger turns into a kitty-
        cat.)  Down, boy!  Oh, princess--(lifts her chin
        with his staff)--there's someone I'm dying to
        introduce you to.
",2253,"(He zaps JASMINE and the SULTAN with his staff, and
        they both bow to him. RAJAH comes running at him.
        He zaps RAJAH, and the tiger turns into a kitty-
        cat.)","  Now where were we?  Ah, yes--abject humiliation!
        (He zaps JASMINE and the SULTAN with his staff, and
        they both bow to him. RAJAH comes running at him.
        He zaps RAJAH, and the tiger turns into a kitty-
        cat.)  Down, boy!  Oh, princess--(lifts her chin
        with his staff)--there's someone I'm dying to
        introduce you to.
",ah ye abject humili zap jasmin sultan staff bow rajah come run zap rajah tiger turn kitti cat boy oh princess lift chin staff someon die introduc,zap jasmin sultan staff bow rajah come run zap rajah tiger turn kitti cat
601,ALADDIN,"    (off-camera) Jafar!  Get your hands off her!

(JAFAR zaps ALADDIN.  CARPET flies away.)

",2260,(off-camera),"      Jafar!  Get your hands off her!

(JAFAR zaps ALADDIN.  CARPET flies away.)

",camera jafar get hand jafar zap aladdin carpet fli away,camera
602,JAFAR,"  Prince Ali
    Yes, it is he,
    But not as you know him.
    Read my lips and come to grips
    With reality

(JAFAR brings the two of them closer in the air.)

    Yes, meet a blast from your past
    Whose lies were too good to last
    Say hello to your precious Prince Ali!

(JAFAR zaps ALI back to ALADDIN.)

",2264,(JAFAR brings the two of them closer in the air.),"  Prince Ali
    Yes, it is he,
    But not as you know him.
    Read my lips and come to grips
    With reality

 

    Yes, meet a blast from your past
    Whose lies were too good to last
    Say hello to your precious Prince Ali!

(JAFAR zaps ALI back to ALADDIN.)

",princ ali ye not know read lip come grip realiti jafar bring two closer air ye meet blast past whose lie good last say hello preciou princ ali jafar zap ali back aladdin,jafar bring two closer air
603,IAGO,"       Or should we say Aladdin?
",2278,,       Or should we say Aladdin? ,say aladdin,
604,ALADDIN,"    Jasmine, I tried to tell you.

",2279,,"    Jasmine, I tried to tell you.  ",jasmin tri tell,
605,JAFAR,"  So Ali turns out to be merely Aladdin
    Just a con, need I go on?
    Take it from me
    His personality flaws
    Give me adequate cause
    To send him packing on a one-way trip
    So his prospects take a terminal dip
    His assets frozen, the venue chosen
    Is the ends of the earth, whoopee!
    So long,
",2281,,"  So Ali turns out to be merely Aladdin     Just a con, need I go on?     Take it from me     His personality flaws     Give me adequate cause     To send him packing on a one-way trip     So his prospects take a terminal dip     His assets frozen, the venue chosen     Is the ends of the earth, whoopee!     So long, ",ali turn mere aladdin con need go take person flaw give adequ caus send pack one way trip prospect take termin dip asset frozen venu chosen end earth whoope long,
606,IAGO,"       Good bye, see ya!
",2291,,"       Good bye, see ya! ",good bye see ya,
607,JAFAR,"  Ex-Prince Ali!

(JAFAR has zapped ABU back to normal.  He sends the two of them into
    a tall pillar, then launches it like a rocket, but not before
    CARPET can get in.  F2B, then we see a snowy wasteland, where
    the pillar crashes and rolls.  It finally comes to a stop.
    ALADDIN emerges, obviously very cold.)

",2292,"(JAFAR has zapped ABU back to normal.  He sends the two of them into
    a tall pillar, then launches it like a rocket, but not before
    CARPET can get in.  F2B, then we see a snowy wasteland, where
    the pillar crashes and rolls.  It finally comes to a stop.
    ALADDIN emerges, obviously very cold.)","  Ex-Prince Ali!

(JAFAR has zapped ABU back to normal.  He sends the two of them into
    a tall pillar, then launches it like a rocket, but not before
    CARPET can get in.  F2B, then we see a snowy wasteland, where
    the pillar crashes and rolls.  It finally comes to a stop.
    ALADDIN emerges, obviously very cold.)

",ex princ ali jafar zap abu back normal send two tall pillar launch like rocket not carpet get f b see snowi wasteland pillar crash roll final come stop aladdin emerg obvious cold,jafar zap abu back normal send two tall pillar launch like rocket not carpet get f b see snowi wasteland pillar crash roll final come stop aladdin emerg obvious cold
608,ALADDIN,"    Abu?  Abu!  (He looks back at a shivering pile of
        snow.)  Oh, this is all my fault--I should have
        freed the genie when I had the chance.  (He digs
        out ABU and cradles him inside his vest.)  Abu!
        Are you okay?  I'm sorry, Abu--I made a mess of
        everything, somehow.  I gotta go back and set
        things right.  (He starts to walk through the snow,
        and he eventuallysteps on a frozen CARPET.)
        Carpet!  (He looks up and sees CARPET is pinned by
        the pillar.  He tugs to try and free CARPET.  He
        can't do it, so he begins to remove snow from the
        base of the pillar.)   Abu, start digging!  That's
        it!  (Finally, enough snow has been removed, and
        the pillar begins to roll.  ALADDIN runs away,
        looks back, then slides into place.  The pillar
        rolls over him, and when it is gone, ALADDIN and
        ABU are left sitting in the patch of snow made by
        the window of the pillar.)  Yeah!  All right!  (He
        looks up at his turban, made out of scared ABU.
        CARPET shakes off the snow and rushes over to pick
        them up.)  Now, back to Agrabah!  Let's go!

(We cut back to ext. long shot of Agrabah, shrouded in red clouds.
    Cut to int. and slow zoom of throne room. IAGO has the SULTAN
    tied up like a marionette, and JASMINE is chained next to the
    throne.)

",2300,"(He looks back at a shivering pile of
        snow.)","    Abu?  Abu!  (He looks back at a shivering pile of
        snow.)  Oh, this is all my fault--I should have
        freed the genie when I had the chance.  (He digs
        out ABU and cradles him inside his vest.)  Abu!
        Are you okay?  I'm sorry, Abu--I made a mess of
        everything, somehow.  I gotta go back and set
        things right.  (He starts to walk through the snow,
        and he eventuallysteps on a frozen CARPET.)
        Carpet!  (He looks up and sees CARPET is pinned by
        the pillar.  He tugs to try and free CARPET.  He
        can't do it, so he begins to remove snow from the
        base of the pillar.)   Abu, start digging!  That's
        it!  (Finally, enough snow has been removed, and
        the pillar begins to roll.  ALADDIN runs away,
        looks back, then slides into place.  The pillar
        rolls over him, and when it is gone, ALADDIN and
        ABU are left sitting in the patch of snow made by
        the window of the pillar.)  Yeah!  All right!  (He
        looks up at his turban, made out of scared ABU.
        CARPET shakes off the snow and rushes over to pick
        them up.)  Now, back to Agrabah!  Let's go!

(We cut back to ext. long shot of Agrabah, shrouded in red clouds.
    Cut to int. and slow zoom of throne room. IAGO has the SULTAN
    tied up like a marionette, and JASMINE is chained next to the
    throne.)

",abu abu look back shiver pile snow oh fault freed geni chanc dig abu cradl insid vest abu okay sorri abu made mess everyth somehow gotta go back set thing right start walk snow eventuallystep frozen carpet carpet look see carpet pin pillar tug tri free carpet begin remov snow base pillar abu start dig final enough snow remov pillar begin roll aladdin run away look back slide place pillar roll gone aladdin abu left sit patch snow made window pillar yeah right look turban made scare abu carpet shake snow rush pick back agrabah let go cut back ext long shot agrabah shroud red cloud cut int slow zoom throne room iago sultan tie like marionett jasmin chain next throne,look back shiver pile snow
609,IAGO,"       Puppet ruler want a cracker? Here's your cracker.
        Shove 'em all right down your throat.  Here, have
        lots!

(JAFAR pulls the chain, and JASMINE walks up to him holding an apple.)

",2327,"(JAFAR pulls the chain, and JASMINE walks up to him holding an apple.)","       Puppet ruler want a cracker? Here's your cracker.
        Shove 'em all right down your throat.  Here, have
        lots!

 

",puppet ruler want cracker cracker shove em right throat lot jafar pull chain jasmin walk hold appl,jafar pull chain jasmin walk hold appl
610,JAFAR,"  Leave him alone!

(IAGO stops for a second, then continues.)

",2333,"(IAGO stops for a second, then continues.)","  Leave him alone!

 

",leav alon iago stop second continu,iago stop second continu
611,JAFAR,"  It pains me to see you reduced to this, Jasmine.
        (He takes a bite out of the apple she is holding.)
        A beautiful desert bloom such as yourself should be
        on the arm of the most powerful man in the world.
        (He waves his finger and a crown appears.) What do
        you say, my dear?  Why,  with you as my queen...

(She picks up a glass of wine and throws it in his face.)

",2337,(He takes a bite out of the apple she is holding.),"  It pains me to see you reduced to this, Jasmine.
         
        A beautiful desert bloom such as yourself should be
        on the arm of the most powerful man in the world.
        (He waves his finger and a crown appears.) What do
        you say, my dear?  Why,  with you as my queen...

(She picks up a glass of wine and throws it in his face.)

",pain see reduc jasmin take bite appl hold beauti desert bloom arm power man world wave finger crown appear say dear queen pick glass wine throw face,take bite appl hold
612,JASMINE,"    Never!
",2346,,    Never! ,never,
613,JAFAR,"  I'll teach you some respect! (She falls back as he
        raises his hand to slap her.  Then he stops.)  No.
        Genie, I have decided to make my final wish.  I
        wish for Princess Jasmine to fall desperately in
        love with me.

(We see ALADDIN race back into town.)

",2347,"(She falls back as he
        raises his hand to slap her.  Then he stops.)","  I'll teach you some respect! (She falls back as he
        raises his hand to slap her.  Then he stops.)  No.
        Genie, I have decided to make my final wish.  I
        wish for Princess Jasmine to fall desperately in
        love with me.

(We see ALADDIN race back into town.)

",teach respect fall back rais hand slap stop geni decid make final wish wish princess jasmin fall desper love see aladdin race back town,fall back rais hand slap stop
614,GENIE,"  (Again as Buckley) Ah, master-- there are a few
        addendas, some quid pro quo-
",2355,(Again as Buckley),"    Ah, master-- there are a few
        addendas, some quid pro quo-
",buckley ah master addenda quid pro quo,buckley
615,JAFAR,"  Don't talk back to me, you stupid blue lout!  You
        will do what I order you to do, slave!

(JASMINE looks up and sees ALADDIN in the window, motioning her to
    play along.)

",2357,"(JASMINE looks up and sees ALADDIN in the window, motioning her to
    play along.)","  Don't talk back to me, you stupid blue lout!  You
        will do what I order you to do, slave!

(JASMINE looks up and sees ALADDIN in the window, motioning her to
    play along.)

",talk back stupid blue lout order slave jasmin look see aladdin window motion play along,jasmin look see aladdin window motion play along
616,JASMINE,"    (She stands and puts the crown on her head.)
        Jafar!  I never realized how incredibly
        handsome you are.

(The GENIE's jaw drops.)

",2363,(She stands and puts the crown on her head.),"     
        Jafar!  I never realized how incredibly
        handsome you are.

(The GENIE's jaw drops.)

",stand put crown head jafar never realiz incred handsom geni jaw drop,stand put crown head
617,JAFAR,"  That's better.  (He pulls the GENIE's jaw up like a
        shade.)  Now, pussycat, tell me more
        about...myself.
",2369,"(He pulls the GENIE's jaw up like a
        shade.)","  That's better.  (He pulls the GENIE's jaw up like a
        shade.)  Now, pussycat, tell me more
        about...myself.
",better pull geni jaw like shade pussycat tell,pull geni jaw like shade
618,JASMINE,"    You're tall, well dressed...

(JAFAR walks over to her.  ALADDIN jumps down with ABU and GENIE
    sees them.)

",2372,"(JAFAR walks over to her.  ALADDIN jumps down with ABU and GENIE
    sees them.)","    You're tall, well dressed...

(JAFAR walks over to her.  ALADDIN jumps down with ABU and GENIE
    sees them.)

",tall well dress jafar walk aladdin jump abu geni see,jafar walk aladdin jump abu geni see
619,GENIE,"  Al!  Al, little buddy!
",2377,,"  Al!  Al, little buddy! ",al al littl buddi,
620,ALADDIN,"    Shh!
",2378,,    Shh! ,shh,
621,GENIE,"  (Literally zips his mouth shut, then unzips it.)
        Al, I can't help you--I work for senor psychopath,
        now.  (His head turns into JAFAR's, then back.)
",2379,"(Literally zips his mouth shut, then unzips it.)","   
        Al, I can't help you--I work for senor psychopath,
        now.  (His head turns into JAFAR's, then back.)
",liter zip mouth shut unzip al help work senor psychopath head turn jafar back,liter zip mouth shut unzip
622,ALADDIN,"    Hey--I'm a street rat, remember? (He rezips GENIE's
        mouth.)  I'll improvise.

(He slides down a pile of coins and hides close to JAFAR and JASMINE.
    JAFAR's back is to ALADDIN.)

",2382,"(He rezips GENIE's
        mouth.)","    Hey--I'm a street rat, remember? (He rezips GENIE's
        mouth.)  I'll improvise.

(He slides down a pile of coins and hides close to JAFAR and JASMINE.
    JAFAR's back is to ALADDIN.)

",hey street rat rememb rezip geni mouth improvis slide pile coin hide close jafar jasmin jafar back aladdin,rezip geni mouth
623,JAFAR,"  Go on.
",2388,,  Go on. ,go,
624,JASMINE,"    And your beard...is so...twisted!  (She has her
        arms around him.  She pretends to twist with her
        finger, but she is actually motioning for ALADDIN
        to come over.  He makes his move.  IAGO sees him.)

",2389,"(She has her
        arms around him.  She pretends to twist with her
        finger, but she is actually motioning for ALADDIN
        to come over.  He makes his move.  IAGO sees him.)","    And your beard...is so...twisted!  (She has her
        arms around him.  She pretends to twist with her
        finger, but she is actually motioning for ALADDIN
        to come over.  He makes his move.  IAGO sees him.)

",beard twist arm around pretend twist finger actual motion aladdin come make move iago see,arm around pretend twist finger actual motion aladdin come make move iago see
625,IAGO,"       Jaf--mmmmmm! (ABU grabs him and covers his mouth.)
",2394,(ABU grabs him and covers his mouth.),"       Jaf--mmmmmm!  
",jaf mmmmmm abu grab cover mouth,abu grab cover mouth
626,JAFAR,"  And the street rat?
",2395,,  And the street rat? ,street rat,
627,JASMINE,"    What street rat?

(They are about to kiss when IAGO manages to knock over a bowl.  JAFAR
    turns to look, but JASMINE grabs him back and kisses him.  ALADDIN
     looks disgusted.  IAGO and ABU both look disgusted.)

",2396,"(They are about to kiss when IAGO manages to knock over a bowl.  JAFAR
    turns to look, but JASMINE grabs him back and kisses him.  ALADDIN
     looks disgusted.  IAGO and ABU both look disgusted.)","    What street rat?

(They are about to kiss when IAGO manages to knock over a bowl.  JAFAR
    turns to look, but JASMINE grabs him back and kisses him.  ALADDIN
     looks disgusted.  IAGO and ABU both look disgusted.)

",street rat kiss iago manag knock bowl jafar turn look jasmin grab back kiss aladdin look disgust iago abu look disgust,kiss iago manag knock bowl jafar turn look jasmin grab back kiss aladdin look disgust iago abu look disgust
628,ABU,"        Yuck!
",2402,,        Yuck! ,yuck,
629,JAFAR,"  That was--(he sees ALADDIN's reflection in her
        crown.) You!!  How many times do I have
        to kill you, boy?

 (He zaps ALADDIN.  JASMINE rushes him, and he throws her to the
    ground.  ALADDIN rushes and grabs the staff.)

",2403,"(he sees ALADDIN's reflection in her
        crown.)","  That was--(he sees ALADDIN's reflection in her
        crown.) You!!  How many times do I have
        to kill you, boy?

 (He zaps ALADDIN.  JASMINE rushes him, and he throws her to the
    ground.  ALADDIN rushes and grabs the staff.)

",see aladdin reflect crown mani time kill boy zap aladdin jasmin rush throw ground aladdin rush grab staff,see aladdin reflect crown
630,ALADDIN,"    Get the lamp!

(JASMINE runs to it.  JAFAR, however, shakes off ALADDIN, then
    zaps her into an hourglass.)

",2410,"(JASMINE runs to it.  JAFAR, however, shakes off ALADDIN, then
    zaps her into an hourglass.)","    Get the lamp!

(JASMINE runs to it.  JAFAR, however, shakes off ALADDIN, then
    zaps her into an hourglass.)

",get lamp jasmin run jafar howev shake aladdin zap hourglass,jasmin run jafar howev shake aladdin zap hourglass
631,JAFAR,"  Ah, ah, ah, princess--Your time is up!

(Sand begins to fall from the top onto her.)

",2415,(Sand begins to fall from the top onto her.),"  Ah, ah, ah, princess--Your time is up!

 

",ah ah ah princess time sand begin fall top onto,sand begin fall top onto
632,ALADDIN,"    Jasmine!
",2419,,    Jasmine! ,jasmin,
633,IAGO,"       Oh, nice shot, Jaf-- (he is knocked out by ABU.)

(ABU rushes for the lamp.)

",2420,(he is knocked out by ABU.),"       Oh, nice shot, Jaf--  

(ABU rushes for the lamp.)

",oh nice shot jaf knock abu abu rush lamp,knock abu
634,JAFAR,"  Don't toy with me!  (He's zapped into a toy monkey.
",2424,,  Don't toy with me!  (He's zapped into a toy monkey. ,toy zap toy monkey,
635,ALADDIN,"    Abu!


(CARPET rushes in.)

",2425,(CARPET rushes in.),"    Abu!


 

",abu carpet rush,carpet rush
636,JAFAR,"  Things are unraveling fast, now boy. (CARPET is
        zapped and unravels.  ALADDIN again rushes for the
        lamp.)  Get the point?  (His path is blocked by
        large swords sticking in the floor.  JAFAR grabs
        the lamp and laughs hideously. ALADDIN pulls a
        sword out of the floor.) I'm just getting warmed
        up!  (He breathes a ring of fire around ALADDIN.)
",2430,"(CARPET is
        zapped and unravels.  ALADDIN again rushes for the
        lamp.)","  Things are unraveling fast, now boy. (CARPET is
        zapped and unravels.  ALADDIN again rushes for the
        lamp.)  Get the point?  (His path is blocked by
        large swords sticking in the floor.  JAFAR grabs
        the lamp and laughs hideously. ALADDIN pulls a
        sword out of the floor.) I'm just getting warmed
        up!  (He breathes a ring of fire around ALADDIN.)
",thing unravel fast boy carpet zap unravel aladdin rush lamp get point path block larg sword stick floor jafar grab lamp laugh hideous aladdin pull sword floor get warm breath ring fire around aladdin,carpet zap unravel aladdin rush lamp
637,ALADDIN,"    Are you afraid to fight me yourself, you cowardly
        snake?
",2437,,"    Are you afraid to fight me yourself, you cowardly         snake? ",afraid fight cowardli snake,
