,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
534,BEAST,"        Stupid.
",1371,,        Stupid. ,stupid,
535,LUMIERE,"      Not quite the word I was looking for.  Perhaps a little more off
              the top.
(COATRACK begins to cut and chop again. COGSWORTH enters.)
",1372,(COATRACK begins to cut and chop again. COGSWORTH enters.),"      Not quite the word I was looking for.  Perhaps a little more off
              the top.
 
",not quit word look perhap littl top coatrack begin cut chop cogsworth enter,coatrack begin cut chop cogsworth enter
536,COGSWORTH,"    Ahem ahem ahem.  Your lady awaits.
(Cut to grand staircase, where BELLE descends from the West Wing side in a
glittering gold ball gown.  She reaches the landing and looks up at BEAST, who
is standing at the top of the stairs in his dress clothes.  He is nudged on by
LUMIERE from behind the curtain, and he descends and meets BELLE at the
landing.
Arm in arm, they descend the last section of stairs and continue on their way
to
dinner, stopped momentarily by FOOTSTOOL.  MRS. POTTS sings from her cart with
CHIP on board.)
",1375,"(Cut to grand staircase, where BELLE descends from the West Wing side in a
glittering gold ball gown.  She reaches the landing and looks up at BEAST, who
is standing at the top of the stairs in his dress clothes.  He is nudged on by
LUMIERE from behind the curtain, and he descends and meets BELLE at the
landing.
Arm in arm, they descend the last section of stairs and continue on their way
to
dinner, stopped momentarily by FOOTSTOOL.  MRS. POTTS sings from her cart with
CHIP on board.)","    Ahem ahem ahem.  Your lady awaits.
(Cut to grand staircase, where BELLE descends from the West Wing side in a
glittering gold ball gown.  She reaches the landing and looks up at BEAST, who
is standing at the top of the stairs in his dress clothes.  He is nudged on by
LUMIERE from behind the curtain, and he descends and meets BELLE at the
landing.
Arm in arm, they descend the last section of stairs and continue on their way
to
dinner, stopped momentarily by FOOTSTOOL.  MRS. POTTS sings from her cart with
CHIP on board.)
",ahem ahem ahem ladi await cut grand staircas bell descend west wing side glitter gold ball gown reach land look beast stand top stair dress cloth nudg lumier behind curtain descend meet bell land arm arm descend last section stair continu way dinner stop momentarili footstool mr pott sing cart chip board,cut grand staircas bell descend west wing side glitter gold ball gown reach land look beast stand top stair dress cloth nudg lumier behind curtain descend meet bell land arm arm descend last section stair continu way dinner stop momentarili footstool mr pott sing cart chip board
537,MRS. POTTS,"   Tale as old as time
              True as it can be
              Barely even friends
              Then somebody bends unexpectedly.

              Just a little change
              Small to say the least
              Both a little scared
              Neither one prepared, beauty and the beast.

(BELLE and BEAST have moved into the ballroom, where they move through a
computer perfect dance sequence.  BEAST occasionally looks over at LUMIERE and
COGSWORTH for their approval.  MRS. POTTS and CHIP are in the ballroom on their
cart.)

",1385,"(BELLE and BEAST have moved into the ballroom, where they move through a
computer perfect dance sequence.  BEAST occasionally looks over at LUMIERE and
COGSWORTH for their approval.  MRS. POTTS and CHIP are in the ballroom on their
cart.)","   Tale as old as time
              True as it can be
              Barely even friends
              Then somebody bends unexpectedly.

              Just a little change
              Small to say the least
              Both a little scared
              Neither one prepared, beauty and the beast.

(BELLE and BEAST have moved into the ballroom, where they move through a
computer perfect dance sequence.  BEAST occasionally looks over at LUMIERE and
COGSWORTH for their approval.  MRS. POTTS and CHIP are in the ballroom on their
cart.)

",tale old time true bare even friend somebodi bend unexpectedli littl chang small say least littl scare neither one prepar beauti beast bell beast move ballroom move comput perfect danc sequenc beast occasion look lumier cogsworth approv mr pott chip ballroom cart,bell beast move ballroom move comput perfect danc sequenc beast occasion look lumier cogsworth approv mr pott chip ballroom cart
538,MRS. POTTS,"   Ever just the same
              Ever a surprise
              Ever as before, ever just as sure
              As the sun will rise
              Tale as old as time
              Tune as old as song
              Bittersweet and strange,
              Finding you can change, learning you were wrong

              Certain as the sun
              Rising in the east
              Tale as old as time,
              Song as old as rhyme, beauty and the beast.

              Tale as old as time,
              Song as old as rhyme, beauty and the beast.
              (To CHIP) Off to the cupboard with you now, Chip.  It's past
              your bedtime.  Good night, love.

(CHIP slides off the end of the cart, and hops out of the room, but comes back
for one last look. BELLE and BEAST have adjourned to the balcony under a starry
night.)

",1400,(To CHIP),"   Ever just the same
              Ever a surprise
              Ever as before, ever just as sure
              As the sun will rise
              Tale as old as time
              Tune as old as song
              Bittersweet and strange,
              Finding you can change, learning you were wrong

              Certain as the sun
              Rising in the east
              Tale as old as time,
              Song as old as rhyme, beauty and the beast.

              Tale as old as time,
              Song as old as rhyme, beauty and the beast.
                Off to the cupboard with you now, Chip.  It's past
              your bedtime.  Good night, love.

(CHIP slides off the end of the cart, and hops out of the room, but comes back
for one last look. BELLE and BEAST have adjourned to the balcony under a starry
night.)

",ever ever surpris ever ever sure sun rise tale old time tune old song bittersweet strang find chang learn wrong certain sun rise east tale old time song old rhyme beauti beast tale old time song old rhyme beauti beast chip cupboard chip past bedtim good night love chip slide end cart hop room come back one last look bell beast adjourn balconi starri night,chip
539,BEAST,"        Belle? Are you happy here with me?
",1423,,        Belle? Are you happy here with me? ,bell happi,
540,BELLE,"        (Hesitantly) Yes. (She looks off into the distance)
",1424,(Hesitantly),"          Yes. (She looks off into the distance)
",hesitantli ye look distanc,hesitantli
541,BEAST,"        What is it?
",1425,,        What is it? ,,
542,BELLE,"        (Looks at him desperately) If only I could see my father again,
              just for a moment.  I miss him so much.
",1426,(Looks at him desperately),"          If only I could see my father again,
              just for a moment.  I miss him so much.
",look desper could see father moment miss much,look desper
543,BEAST,"        (Looks disappointed for a moment, then excited.) There is a way.

(The pair adjourn to BEAST's lair, where BEAST hands BELLE the MAGIC MIRROR.)
",1428,"(Looks disappointed for a moment, then excited.)","          There is a way.

(The pair adjourn to BEAST's lair, where BEAST hands BELLE the MAGIC MIRROR.)
",look disappoint moment excit way pair adjourn beast lair beast hand bell magic mirror,look disappoint moment excit
544,BEAST,"        This mirror will show you anything, anything you wish to see.
",1431,,"        This mirror will show you anything, anything you wish to see. ",mirror show anyth anyth wish see,
545,BELLE,"        (Hesitantly) I'd like to see my father, please.
(The MAGIC MIRROR shines into life, and BELLE turns her head away as it
flashes.
Then it reveals MAURICE fallen in the woods, coughing and lost. BELLE is
shocked.  BEAST looks at her with concern.)

",1432,(Hesitantly),"          I'd like to see my father, please.
(The MAGIC MIRROR shines into life, and BELLE turns her head away as it
flashes.
Then it reveals MAURICE fallen in the woods, coughing and lost. BELLE is
shocked.  BEAST looks at her with concern.)

",hesitantli like see father pleas magic mirror shine life bell turn head away flash reveal mauric fallen wood cough lost bell shock beast look concern,hesitantli
546,BELLE,"        Papa.  Oh, no.  He's sick, he may be dying. And he's all alone.
(BEAST turns, then looks at the rose, deep in thought.)
",1438,"(BEAST turns, then looks at the rose, deep in thought.)","        Papa.  Oh, no.  He's sick, he may be dying. And he's all alone.
 
",papa oh sick may die alon beast turn look rose deep thought,beast turn look rose deep thought
547,BEAST,"        Then...then you must go to him.
",1440,,        Then...then you must go to him. ,must go,
548,BELLE,"        What did you say?
",1441,,        What did you say? ,say,
549,BEAST,"        I release you.  You are no longer my prisoner.
",1442,,        I release you.  You are no longer my prisoner. ,releas longer prison,
550,BELLE,"        (In amazement) You mean...I'm free?
",1443,(In amazement),"          You mean...I'm free?
",amaz mean free,amaz
551,BEAST,"        Yes.
",1444,,        Yes. ,ye,
552,BELLE,"        Oh, thank you.  (To MAGIC MIRROR) Hold on, Papa.  I'm on my way.
(BELLE turns to leave, then turns back and pushes the MAGIC MIRROR back to
BEAST.)
",1445,(To MAGIC MIRROR),"        Oh, thank you.    Hold on, Papa.  I'm on my way.
(BELLE turns to leave, then turns back and pushes the MAGIC MIRROR back to
BEAST.)
",oh thank magic mirror hold papa way bell turn leav turn back push magic mirror back beast,magic mirror
553,BEAST,"        Take it with you, so you'll always have a way to look back, and
              remember me.
",1448,,"        Take it with you, so you'll always have a way to look back, and               remember me. ",take alway way look back rememb,
554,BELLE,"        Thank you for understanding how much he needs me.
(BELLE turns to leave and BEAST looks down in depression.  She touches her hand
to his cheek and rushes out. We see BELLE's skirt fly past COGSWORTH, who has
entered the room.)
",1450,"(BELLE turns to leave and BEAST looks down in depression.  She touches her hand
to his cheek and rushes out. We see BELLE's skirt fly past COGSWORTH, who has
entered the room.)","        Thank you for understanding how much he needs me.
(BELLE turns to leave and BEAST looks down in depression.  She touches her hand
to his cheek and rushes out. We see BELLE's skirt fly past COGSWORTH, who has
entered the room.)
",thank understand much need bell turn leav beast look depress touch hand cheek rush see bell skirt fli past cogsworth enter room,bell turn leav beast look depress touch hand cheek rush see bell skirt fli past cogsworth enter room
555,COGSWORTH,"    Well, your highness.  I must say everything is going just
              peachy. I knew you had it in you.
",1454,,"    Well, your highness.  I must say everything is going just               peachy. I knew you had it in you. ",well high must say everyth go peachi knew,
556,BEAST,"        (Very sad) I let her go.
",1456,(Very sad),"          I let her go.
",sad let go,sad
557,COGSWORTH,"    Ha ha ha, yes.  Splend-- (COGSWORTH stops in the middle of his
              sentence.)  You what? How could you do that?
",1457,"(COGSWORTH stops in the middle of his
              sentence.)","    Ha ha ha, yes.  Splend-- (COGSWORTH stops in the middle of his
              sentence.)  You what? How could you do that?
",ha ha ha ye splend cogsworth stop middl sentenc could,cogsworth stop middl sentenc
558,BEAST,"        I had to.
",1459,,        I had to. ,,
559,COGSWORTH,"    (Still amazed) Yes, but why?
",1460,(Still amazed),"      Yes, but why?
",still amaz ye,still amaz
560,BEAST,"        Because, I love her.
(Cut to COGSWORTH telling the rest of the OBJECTS about BEAST's decision.)
",1461,(Cut to COGSWORTH telling the rest of the OBJECTS about BEAST's decision.),"        Because, I love her.
 
",love cut cogsworth tell rest object beast decis,cut cogsworth tell rest object beast decis
561,ALL (ex. COGSWORTH),"
              He did what?!?!
",1463,,               He did what?!?! ,,
562,COGSWORTH,"    Yes, I'm afraid it's true.
",1465,,"    Yes, I'm afraid it's true. ",ye afraid true,
563,CHIP,"         She's going away?
",1466,,         She's going away? ,go away,
564,LUMIERE,"      But he was so close.
",1467,,      But he was so close. ,close,
565,MRS. POTTS,"   After all this time, he's finally learned to love.
",1468,,"   After all this time, he's finally learned to love. ",time final learn love,
566,LUMIERE,"      That's it, then.  That should break the spell.
",1469,,"      That's it, then.  That should break the spell. ",break spell,
567,MRS. POTTS,"   But it's not enough. She has to love him in return.
",1470,,   But it's not enough. She has to love him in return. ,not enough love return,
568,COGSWORTH,"    And now it's too late.
(Cut to BEAST watching BELLE leave from above.  He roars in sorrow and anger.
His roar turns into the sound of the wind.  BELLE is out in the snow, calling
out ""Papa?""  Finally, she finds him face down in a snowbank.  They return home,
where LEFOU is still waiting, disguised as a snowman.)
",1471,"(Cut to BEAST watching BELLE leave from above.  He roars in sorrow and anger.
His roar turns into the sound of the wind.  BELLE is out in the snow, calling
out ""Papa?""  Finally, she finds him face down in a snowbank.  They return home,
where LEFOU is still waiting, disguised as a snowman.)","    And now it's too late.
(Cut to BEAST watching BELLE leave from above.  He roars in sorrow and anger.
His roar turns into the sound of the wind.  BELLE is out in the snow, calling
out ""Papa?""  Finally, she finds him face down in a snowbank.  They return home,
where LEFOU is still waiting, disguised as a snowman.)
",late cut beast watch bell leav roar sorrow anger roar turn sound wind bell snow call papa final find face snowbank return home lefou still wait disguis snowman,cut beast watch bell leav roar sorrow anger roar turn sound wind bell snow call papa final find face snowbank return home lefou still wait disguis snowman
569,LEFOU,"        Oh, they're back.
(Cut to black.  POV of MAURICE as his eyes open. He sees BELLE.)
",1476,(Cut to black.  POV of MAURICE as his eyes open. He sees BELLE.),"        Oh, they're back.
 
",oh back cut black pov mauric eye open see bell,cut black pov mauric eye open see bell
570,MAURICE,"      Belle?
",1478,,      Belle? ,bell,
571,BELLE,"        It's all right, Papa. I'm home.
",1479,,"        It's all right, Papa. I'm home. ",right papa home,
572,MAURICE,"      I thought I'd never see you again.
",1480,,      I thought I'd never see you again. ,thought never see,
573,BELLE,"        I missed you so much.
",1481,,        I missed you so much. ,miss much,
574,MAURICE,"      But the beast.  How did you escape?
",1482,,      But the beast.  How did you escape? ,beast escap,
575,BELLE,"        I didn't escape, Papa.  He let me go.
",1483,,"        I didn't escape, Papa.  He let me go. ",escap papa let go,
576,MAURICE,"      That horrible beast?
",1484,,      That horrible beast? ,horribl beast,
577,BELLE,"        But he's different, now.  He's changed somehow.
(There is sound coming from BELLE's pack.  The flap opens and the MAGIC MIRROR
falls out with CHIP rolling to a stop on it.)
",1485,"(There is sound coming from BELLE's pack.  The flap opens and the MAGIC MIRROR
falls out with CHIP rolling to a stop on it.)","        But he's different, now.  He's changed somehow.
(There is sound coming from BELLE's pack.  The flap opens and the MAGIC MIRROR
falls out with CHIP rolling to a stop on it.)
",differ chang somehow sound come bell pack flap open magic mirror fall chip roll stop,sound come bell pack flap open magic mirror fall chip roll stop
578,CHIP,"         Hi!
",1488,,         Hi! ,hi,
579,BELLE,"        Oh, a stowaway.
",1489,,"        Oh, a stowaway. ",oh stowaway,
580,MAURICE,"      Why, hello there, little fella.  Didn't think I'd ever see you
              again.
(CHIP turns to BELLE with a look of question on his face.)
",1490,(CHIP turns to BELLE with a look of question on his face.),"      Why, hello there, little fella.  Didn't think I'd ever see you
              again.
 
",hello littl fella think ever see chip turn bell look question face,chip turn bell look question face
581,CHIP,"         Belle, why'd you go away? Don't you like us anymore?
",1493,,"         Belle, why'd you go away? Don't you like us anymore? ",bell go away like us anymor,
582,BELLE,"        Oh, Chip.  Of course I do.  It's just that--
(There is a knocking at the door.  BELLE opens it and MONSIEUR D'ARQUE stands
on
the porch.)
",1494,"(There is a knocking at the door.  BELLE opens it and MONSIEUR D'ARQUE stands
on
the porch.)","        Oh, Chip.  Of course I do.  It's just that--
(There is a knocking at the door.  BELLE opens it and MONSIEUR D'ARQUE stands
on
the porch.)
",oh chip cours knock door bell open monsieur arqu stand porch,knock door bell open monsieur arqu stand porch
583,BELLE,"        May I help you?
",1498,,        May I help you? ,may help,
584,D'ARQUE,"      I've come to collect your father. (He steps aside to show the
              Asylum D'Loons wagon behind him.)
",1499,"(He steps aside to show the
              Asylum D'Loons wagon behind him.)","      I've come to collect your father. (He steps aside to show the
              Asylum D'Loons wagon behind him.)
",come collect father step asid show asylum loon wagon behind,step asid show asylum loon wagon behind
585,BELLE,"        My father?
",1501,,        My father? ,father,
586,D'ARQUE,"      Don't worry, mademoiselle.  We'll take good care of him.
",1502,,"      Don't worry, mademoiselle.  We'll take good care of him. ",worri mademoisel take good care,
587,BELLE,"        My father's not crazy.
",1503,,        My father's not crazy. ,father not crazi,
588,LEFOU,"        (Emerging from the crowd) He was raving like a lunatic. We all
              heard him, didn't we!
",1504,(Emerging from the crowd),"          He was raving like a lunatic. We all
              heard him, didn't we!
",emerg crowd rave like lunat heard,emerg crowd
589,BYSTANDERS,"   Yeah!
",1506,,   Yeah! ,yeah,
590,BELLE,"        No, I won't let you.
(MAURICE has emerged from the home.)
",1507,(MAURICE has emerged from the home.),"        No, I won't let you.
 
",let mauric emerg home,mauric emerg home
591,MAURICE,"      Belle?
",1509,,      Belle? ,bell,
592,LEFOU,"        Ah, Maurice.  Tell us again, old man, just how big was the beast?
",1510,,"        Ah, Maurice.  Tell us again, old man, just how big was the beast? ",ah mauric tell us old man big beast,
593,MAURICE,"      (Struggling) Well, he was...that is...enormous. I'd say at least
              eight, no more like ten feet.  (CROWD laughs at him.)
",1511,(Struggling),"        Well, he was...that is...enormous. I'd say at least
              eight, no more like ten feet.  (CROWD laughs at him.)
",struggl well enorm say least eight like ten feet crowd laugh,struggl
594,LEFOU,"        Well, you don't get much crazier than that.
",1513,,"        Well, you don't get much crazier than that. ",well get much crazier,
595,MAURICE,"      It's true, I tell you!
(D'ARQUE waves his arms and ORDERLIES move in and pick up MAURICE.)
",1514,(D'ARQUE waves his arms and ORDERLIES move in and pick up MAURICE.),"      It's true, I tell you!
 
",true tell arqu wave arm orderli move pick mauric,arqu wave arm orderli move pick mauric
596,LEFOU,"        Take him away!
",1516,,        Take him away! ,take away,
597,MAURICE,"      Let go of me!
(GASTON has been watching from the sides, standing near D'ARQUE.)
",1517,"(GASTON has been watching from the sides, standing near D'ARQUE.)","      Let go of me!
 
",let go gaston watch side stand near arqu,gaston watch side stand near arqu
598,BELLE,"        (To D'ARQUE.) No, you can't do this! (D'ARQUE shakes her off and
              walks away.)
",1519,(To D'ARQUE.),"          No, you can't do this! (D'ARQUE shakes her off and
              walks away.)
",arqu arqu shake walk away,arqu
599,GASTON,"       Tsk, tsk, tsk. Poor Belle.  It's a shame about your father.
",1521,,"       Tsk, tsk, tsk. Poor Belle.  It's a shame about your father. ",tsk tsk tsk poor bell shame father,
600,BELLE,"        You know he's not crazy, Gaston.
",1522,,"        You know he's not crazy, Gaston. ",know not crazi gaston,
601,GASTON,"       I might be able to clear up this little misunderstanding, if...
",1523,,"       I might be able to clear up this little misunderstanding, if... ",might abl clear littl misunderstand,
602,BELLE,"        If what?
",1524,,        If what? ,,
603,GASTON,"       If you marry me.
",1525,,       If you marry me. ,marri,
604,BELLE,"        What?
",1526,,        What? ,,
605,GASTON,"       One little word, Belle.  That's all it takes.
",1527,,"       One little word, Belle.  That's all it takes. ",one littl word bell take,
606,BELLE,"        Never!
",1528,,        Never! ,never,
607,GASTON,"       Have it your way. (Turns and walks away slowly, playing hard to
              get.)
",1529,"(Turns and walks away slowly, playing hard to
              get.)","       Have it your way. (Turns and walks away slowly, playing hard to
              get.)
",way turn walk away slowli play hard get,turn walk away slowli play hard get
608,MAURICE,"      (Being thrown into the wagon.) Belle? (She runs back into the
              house.) Let go of me!
",1531,(Being thrown into the wagon.),"        Belle? (She runs back into the
              house.) Let go of me!
",thrown wagon bell run back hous let go,thrown wagon
609,BELLE,"        (Comes back out with MAGIC MIRROR. She yells to the crowd.) My
              father's not crazy and I can prove it!  (To MIRROR) Show me the
              beast! (MAGIC MIRROR again shines, then produces the image of
              the still depressed BEAST.  The crowd oohs and aahs at it.)
",1533,(Comes back out with MAGIC MIRROR. She yells to the crowd.),"          My
              father's not crazy and I can prove it!  (To MIRROR) Show me the
              beast! (MAGIC MIRROR again shines, then produces the image of
              the still depressed BEAST.  The crowd oohs and aahs at it.)
",come back magic mirror yell crowd father not crazi prove mirror show beast magic mirror shine produc imag still depress beast crowd ooh aah,come back magic mirror yell crowd
610,WOMAN 1,"      Is it dangerous?
",1537,,      Is it dangerous? ,danger,
611,BELLE,"        (Trying to reassure her) Oh, no.  He'd never hurt anyone.
Please,
              I know he looks vicious, but he's really kind and gentle.  He's
my
              friend.
",1538,(Trying to reassure her),"          Oh, no.  He'd never hurt anyone.
Please,
              I know he looks vicious, but he's really kind and gentle.  He's
my
              friend.
",tri reassur oh never hurt anyon pleas know look viciou realli kind gentl friend,tri reassur
612,GASTON,"       If I didn't know better, I'd think you had feelings for this
              monster.
",1543,,"       If I didn't know better, I'd think you had feelings for this               monster. ",know better think feel monster,
613,BELLE,"        He's no monster, Gaston. You are!
",1545,,"        He's no monster, Gaston. You are! ",monster gaston,
614,GASTON,"       She's as crazy as the old man.  (He grabs the MIRROR from her
              hand.)
              The beast will make off with your children!
              He'll come after them in the night.
",1546,"(He grabs the MIRROR from her
              hand.)","       She's as crazy as the old man.  (He grabs the MIRROR from her
              hand.)
              The beast will make off with your children!
              He'll come after them in the night.
",crazi old man grab mirror hand beast make children come night,grab mirror hand
615,BELLE,"        No!
",1550,,        No! ,,
616,GASTON,"       We're not safe 'til his head is mounted on my wall!
              I say we kill the beast!
(MOB cheers him and repeats the words 'kill him'.)
",1551,(MOB cheers him and repeats the words 'kill him'.),"       We're not safe 'til his head is mounted on my wall!
              I say we kill the beast!
 
",not safe til head mount wall say kill beast mob cheer repeat word kill,mob cheer repeat word kill
617,MAN 1,"        We're not safe until he's dead,
",1554,,"        We're not safe until he's dead, ",not safe dead,
618,MAN 2,"        He'll come stalking us at night!
",1555,,        He'll come stalking us at night! ,come stalk us night,
619,WOMAN 1,"      Set to sacrifice our children to his monstrous appetite!
",1556,,      Set to sacrifice our children to his monstrous appetite! ,set sacrific children monstrou appetit,
620,MAN 3,"        He'll wreak havoc on our village
              If we let him wander free
",1557,,        He'll wreak havoc on our village               If we let him wander free ,wreak havoc villag let wander free,
621,GASTON,"       So it's time to take some action, boys
              It's time to follow me!
(GASTON throws a torch into a haystack, creating an instant bonfire.  He begins
to prance around it, warning of the dangers of the horrible BEAST.)
              Through the mist, through the woods
              Through the darkness and the shadows
              It's a nightmare but it's one exciting ride.

              Say a prayer, then we're there
              At the drawbridge of a castle,
              And there's something truly terrible inside.
(GASTON chases LEFOU around, mimicking a monster.)
              It's a beast,
              He's got fangs, razor sharp ones
              Massive paws,
              Killer claws for the feast
(MAGIC MIRROR shows the face of BEAST to LEFOU, which GASTON exaggerates
about.)
              Hear him roar, see him foam,
              But we're not coming home,
              'Til he's dead, good and dead, kill the beast!

",1559,"(GASTON throws a torch into a haystack, creating an instant bonfire.  He begins
to prance around it, warning of the dangers of the horrible BEAST.)","       So it's time to take some action, boys
              It's time to follow me!
(GASTON throws a torch into a haystack, creating an instant bonfire.  He begins
to prance around it, warning of the dangers of the horrible BEAST.)
              Through the mist, through the woods
              Through the darkness and the shadows
              It's a nightmare but it's one exciting ride.

              Say a prayer, then we're there
              At the drawbridge of a castle,
              And there's something truly terrible inside.
(GASTON chases LEFOU around, mimicking a monster.)
              It's a beast,
              He's got fangs, razor sharp ones
              Massive paws,
              Killer claws for the feast
(MAGIC MIRROR shows the face of BEAST to LEFOU, which GASTON exaggerates
about.)
              Hear him roar, see him foam,
              But we're not coming home,
              'Til he's dead, good and dead, kill the beast!

",time take action boy time follow gaston throw torch haystack creat instant bonfir begin pranc around warn danger horribl beast mist wood dark shadow nightmar one excit ride say prayer drawbridg castl someth truli terribl insid gaston chase lefou around mimick monster beast got fang razor sharp one massiv paw killer claw feast magic mirror show face beast lefou gaston exagger hear roar see foam not come home til dead good dead kill beast,gaston throw torch haystack creat instant bonfir begin pranc around warn danger horribl beast
622,BELLE,"        (Interjecting) No, I won't let you do this.
",1581,(Interjecting),"          No, I won't let you do this.
",interject let,interject
623,GASTON,"       If you're not with us, you're against us.  Bring the old man.
",1582,,"       If you're not with us, you're against us.  Bring the old man. ",not us us bring old man,
624,MAURICE,"      Get your hands off me!
(GASTON throws them into the basement and bolts the door.)
",1583,(GASTON throws them into the basement and bolts the door.),"      Get your hands off me!
 
",get hand gaston throw basement bolt door,gaston throw basement bolt door
625,GASTON,"       We can't have them running off to warn the creature!
",1585,,       We can't have them running off to warn the creature! ,run warn creatur,
626,BELLE,"        Let us out!
",1586,,        Let us out! ,let us,
627,GASTON,"       (To the CROWD) We'll rid the village of this beast. Who's with
me?
(A chorus of ""I am""s comes from the CROWD)
",1587,(To the CROWD),"         We'll rid the village of this beast. Who's with
me?
(A chorus of ""I am""s comes from the CROWD)
",crowd rid villag beast choru come crowd,crowd
628,MOB,"          Light your torch, mount your horse!
",1590,,"          Light your torch, mount your horse! ",light torch mount hors,
629,GASTON,"       Screw your courage to the sticking place
",1591,,       Screw your courage to the sticking place ,screw courag stick place,
630,MOB,"          We're counting on Gaston to lead the way!
              Through a mist, to a wood,
              Where within a haunted castle,
              Something's lurking that you don't see every day!
(GASTON leads the MOB through the town and out into the forest, where they
start
chopping trees in preparation for their assault on the castle.)
              It's a beast,
              One as tall as a mountain!
              We won't rest
              'Til he's good and deceased!

              Sally forth, tally ho,
              Grab your sword, grab your bow
              Praise the Lord and here we go!
",1592,"(GASTON leads the MOB through the town and out into the forest, where they
start
chopping trees in preparation for their assault on the castle.)","          We're counting on Gaston to lead the way!
              Through a mist, to a wood,
              Where within a haunted castle,
              Something's lurking that you don't see every day!
(GASTON leads the MOB through the town and out into the forest, where they
start
chopping trees in preparation for their assault on the castle.)
              It's a beast,
              One as tall as a mountain!
              We won't rest
              'Til he's good and deceased!

              Sally forth, tally ho,
              Grab your sword, grab your bow
              Praise the Lord and here we go!
",count gaston lead way mist wood within haunt castl someth lurk see everi day gaston lead mob town forest start chop tree prepar assault castl beast one tall mountain rest til good deceas salli forth talli ho grab sword grab bow prais lord go,gaston lead mob town forest start chop tree prepar assault castl
631,GASTON,"       We'll lay siege to his castle and bring back his head!
(Cut to int of basement, where BELLE is prying at the window with a stick.)
",1607,"(Cut to int of basement, where BELLE is prying at the window with a stick.)","       We'll lay siege to his castle and bring back his head!
 
",lay sieg castl bring back head cut int basement bell pri window stick,cut int basement bell pri window stick
632,BELLE,"        I have to warn the beast. This is all my fault.  Oh, Papa.  What
              are we going to do?
",1609,,"        I have to warn the beast. This is all my fault.  Oh, Papa.  What               are we going to do? ",warn beast fault oh papa go,
633,MAURICE,"      (Comforting her) Now, now.  We'll think of something.
(We see CHIP looking in through the window.  He turns around, thinking, and
then
he sees MAURICE's contraption with the axe on the end of it.)
",1611,(Comforting her),"        Now, now.  We'll think of something.
(We see CHIP looking in through the window.  He turns around, thinking, and
then
he sees MAURICE's contraption with the axe on the end of it.)
",comfort think someth see chip look window turn around think see mauric contrapt axe end,comfort
634,MOB,"          We don't like, what we don't
              Understand, it frankly scares us
              And this monster is mysterious at least!

              Bring your guns, bring your knives,
              Save your children and your wives,
              We'll save our village and our lives,
              We'll kill the beast!
",1615,,"          We don't like, what we don't               Understand, it frankly scares us               And this monster is mysterious at least!                Bring your guns, bring your knives,               Save your children and your wives,               We'll save our village and our lives,               We'll kill the beast! ",like understand frankli scare us monster mysteri least bring gun bring knive save children wive save villag live kill beast,
635,COGSWORTH,"    I knew it, I knew it was foolish to get our hopes up.
",1623,,"    I knew it, I knew it was foolish to get our hopes up. ",knew knew foolish get hope,
636,LUMIERE,"      Maybe it would have been better if she had never come at all.
(FOOTSTOOL comes in barking.  They rush over to the window expecting the return
of BELLE.)
",1624,"(FOOTSTOOL comes in barking.  They rush over to the window expecting the return
of BELLE.)","      Maybe it would have been better if she had never come at all.
(FOOTSTOOL comes in barking.  They rush over to the window expecting the return
of BELLE.)
",mayb would better never come footstool come bark rush window expect return bell,footstool come bark rush window expect return bell
637,LUMIERE,"      Could it be?
",1627,,      Could it be? ,could,
638,MRS. POTTS,"   Is it she?
",1628,,   Is it she? ,,
639,LUMIERE,"      (Realizing the MOB is not BELLE)  Sacre bleu, invaders!
",1629,(Realizing the MOB is not BELLE),"         Sacre bleu, invaders!
",realiz mob not bell sacr bleu invad,realiz mob not bell
640,COGSWORTH,"    Encroachers!
",1630,,    Encroachers! ,encroach,
641,MRS. POTTS,"   (Seeing GASTON) And they have the mirror!
",1631,(Seeing GASTON),"     And they have the mirror!
",see gaston mirror,see gaston
642,COGSWORTH,"    (Issuing orders) Warn the master.  If it's a fight they want,
              we'll be ready for them.  (Turns around from window) Who's with
              me?  Aahh! (The door is slammed as the rest of the OBJECTS leave
              COGSWORTH behind.)
",1632,(Issuing orders),"      Warn the master.  If it's a fight they want,
              we'll be ready for them.  (Turns around from window) Who's with
              me?  Aahh! (The door is slammed as the rest of the OBJECTS leave
              COGSWORTH behind.)
",issu order warn master fight want readi turn around window aahh door slam rest object leav cogsworth behind,issu order
643,GASTON,"       Take whatever booty you can find, but remember, the beast is
mine!
(Cut to stairway, where OBJECTS are marching down to do battle with the MOB.)
",1636,"(Cut to stairway, where OBJECTS are marching down to do battle with the MOB.)","       Take whatever booty you can find, but remember, the beast is
mine!
 
",take whatev booti find rememb beast mine cut stairway object march battl mob,cut stairway object march battl mob
644,OBJECTS,"      Hearts ablaze, banners high!
              We go marching into battle,
              Unafraid, although the danger just increased!
",1639,,"      Hearts ablaze, banners high!               We go marching into battle,               Unafraid, although the danger just increased! ",heart ablaz banner high go march battl unafraid although danger increas,
